Rank	Taxonpath	Taxon	DA01S	OSS04S	OSS11S	OSS11A1S	OSS21A1S	OSS22A1S	OSS11B1S	OSS21B1S	OSS22B1S	OSS11D1S	R319S	OSC08R	OSC08S	RIN34S	RIN35S	RIN36S	RIN38S	RIN39S	RIN40S	R220S	R313S	R314S	R315S	DA06S	DA07S	DA08S	DA09S	DA10S	DA11S	DA12S	DA13S	OSC32S	OSC16S	OSC20S	OSC30S	D19S	D02S	D22S	D23S	D27S	D28S	D29S	D03S	D30S	D31S	D33S	D35S	D05S	DP32S	BAL16S	BAL22S	BAL37S	BAL42S	BAL49S	BAL50S	BAL51S	BAL52S	BAL53S	BAL54S	BAL55S	BAL56S	R213S	R218S	OSF42S	OSF44S	OSF43S	OSF17S	VFR03S	VFR04S	VFR05S	VFR20S	VFRK01S	VFRK02S	VFRK03S	VFR32S	VFR33S	VFR34S	BRA06S	BRA07S	BRA08S	DA02S	DA03S	DA04S	DA05S	BRA16S	BRA17S	R902S	R905S	R908S	SG06S	SG07S	SG08S	SG09S	SG10S	SG11S	SG12S	SG13S
order	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Porifera;Demospongiae;Poecilosclerida	Poecilosclerida	None	None	None	None	2.0	3.5	None	None	None	6.0	None	None	None	None	6.0	None	None	None	None	15.0	None	None	1.0	None	None	6.25	None	11.5	7.0	6.5	5.25	None	None	1.0	None	1.0	3.0	None	None	4.25	None	None	5.5	1.0	None	None	5.25	5.5	None	7.0	None	None	None	2.0	None	None	3.5	13.0	None	None	None	None	None	None	None	None	None	None	1.0	7.0	1.0	None	None	None	None	None	None	None	None	None	4.5	8.0	8.5	2.0	None	None	10.5	None	None	8.5	13.25	None	None	13.6666666667	None	None	None
order	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Porifera;Demospongiae;Halichondrida	Halichondrida	None	5.0	None	2.0	None	3.5	None	None	None	None	8.125	None	None	3.0	6.5	None	15.6666666667	11.5	18.0	33.0	None	4.25	4.5	None	None	13.0	8.5	16.5	16.5	6.0	10.25	None	None	1.0	2.0	None	12.5	13.5	None	11.0	10.0	None	None	4.5	None	7.5	None	13.5	14.0	15.5	None	8.0	8.5	4.0	None	14.5	None	7.25	None	None	None	None	11.0	None	None	4.0	None	4.0	None	5.5	None	3.5	None	None	None	None	8.5	None	9.0	5.0	14.25	14.6666666667	8.25	None	None	None	13.6666666667	None	10.0	None	None	None	None	14.0	16.0	9.25	9.25
order	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Porifera;Demospongiae;Hadromerida	Hadromerida	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	1.0	None	None	None	None	1.0	None	None	None	None	None	None	None	None	None	None	1.0	None	None	None	None	None	None	None	None	None	1.0	None	None	None	None	None	None	None	None	None	None	1.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	2.0	None	None	2.0	2.0	None	None	None	None	None	None
order	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Porifera;Demospongiae;Homosclerophorida	Homosclerophorida	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
order	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Priapulida;Priapulimorpha;Priapulimorphida	Priapulimorphida	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
order	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Rotifera;Monogononta;Ploima	Ploima	None	3.5	None	None	3.5	None	3.0	None	None	6.5	None	9.16666666667	None	None	None	4.0	None	12.5	8.0	15.5	None	None	4.0	None	None	None	6.0	8.25	7.0	6.0	8.0	5.16666666667	None	None	None	None	None	None	4.0	None	None	None	4.5	3.5	3.0	3.0	6.0	None	11.0	9.25	7.5	7.25	4.0	None	None	5.5	7.0	None	None	None	5.5	None	8.0	None	None	5.0	None	None	5.0	11.25	None	None	None	None	None	3.0	None	None	8.0	None	8.25	None	14.5	14.5	None	None	None	None	None	None	7.0	None	6.5	12.25	None	None	None
family	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Malacostraca;Amphipoda;Niphargidae	Niphargidae	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
family	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Malacostraca;Amphipoda;Oedicerotidae	Oedicerotidae	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
family	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Malacostraca;Amphipoda;Lysianassidae	Lysianassidae	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
family	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Malacostraca;Amphipoda;Aoridae	Aoridae	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
family	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Malacostraca;Amphipoda;Ampeliscidae	Ampeliscidae	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
family	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Malacostraca;Amphipoda;Ischyroceridae	Ischyroceridae	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	1.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
family	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Malacostraca;Amphipoda;Phoxocephalidae	Phoxocephalidae	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	1.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
family	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Malacostraca;Amphipoda;Urothoidae	Urothoidae	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
family	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Malacostraca;Amphipoda;Photidae	Photidae	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
family	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Malacostraca;Amphipoda;Bathyporeiidae	Bathyporeiidae	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
family	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Malacostraca;Decapoda;Oregoniidae	Oregoniidae	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
family	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Malacostraca;Decapoda;Aeglidae	Aeglidae	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
family	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Malacostraca;Decapoda;Paguridae	Paguridae	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	1.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
family	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Malacostraca;Decapoda;Alpheidae	Alpheidae	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	1.0	None	None	None	None	None	None	1.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
family	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Malacostraca;Decapoda;Crangonidae	Crangonidae	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	1.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
family	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Malacostraca;Mysida;Mysidae	Mysidae	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	1.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	1.0	None	None	None	None	None	None	None	1.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
family	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Malacostraca;Isopoda;Cirolanidae	Cirolanidae	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	1.0	None
family	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Malacostraca;Isopoda;Munnopsidae	Munnopsidae	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
family	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Malacostraca;Euphausiacea;Euphausiidae	Euphausiidae	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
family	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Malacostraca;Cumacea;Leuconidae	Leuconidae	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
family	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Branchiopoda;Diplostraca;Podonidae	Podonidae	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	1.0	None	None	None	None	None	None	None	None	None	None	None	None	2.0	2.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
family	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Maxillopoda;Sessilia;Balanidae	Balanidae	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
family	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Maxillopoda;Sessilia;Verrucidae	Verrucidae	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	1.0	None	None	None	None	None	None	None	None	1.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
family	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Hexanauplia;Poecilostomatoida;Corycaeidae	Corycaeidae	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	1.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
family	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Annelida;Clitellata;Haplotaxida;Naididae	Naididae	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
family	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Annelida;Clitellata;Enchytraeida;Enchytraeidae	Enchytraeidae	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	1.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	1.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
family	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Annelida;Polychaeta;Sabellida;Siboglinidae	Siboglinidae	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	1.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
family	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Annelida;Polychaeta;Sabellida;Oweniidae	Oweniidae	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	1.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	2.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	1.0	None	2.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
family	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Annelida;Polychaeta;Sabellida;Sabellidae	Sabellidae	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	1.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
family	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Annelida;Polychaeta;Phyllodocida;Polynoidae	Polynoidae	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
family	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Annelida;Polychaeta;Phyllodocida;Hesionidae	Hesionidae	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
family	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Annelida;Polychaeta;Phyllodocida;Glyceridae	Glyceridae	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	1.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
family	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Annelida;Polychaeta;Phyllodocida;Nephtyidae	Nephtyidae	None	None	None	None	None	None	None	None	None	None	None	1.0	None	3.5	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	2.0	2.0	5.0	2.0	None	None	None	1.0	None	None	None	None	None	None	2.0	None	None	None	2.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	2.0	None	2.0	None	None	1.0	None	None	None	None	None	None	None	None	1.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
family	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Annelida;Polychaeta;Phyllodocida;Pholoidae	Pholoidae	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	3.0	None	None	None	None	None	None	2.0	3.0	None	None	None	None	None	None	None	None	None	7.0	3.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	4.5	None	3.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	3.5	None	None	None	None	None	None	None	None	None	None	None	None
family	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Annelida;Polychaeta;Phyllodocida;Goniadidae	Goniadidae	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	1.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
family	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Annelida;Polychaeta;Phyllodocida;Sphaerodoridae	Sphaerodoridae	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	1.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
family	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Annelida;Polychaeta;Phyllodocida;Phyllodocidae	Phyllodocidae	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	1.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	1.0	None	None	None	None	None	None	None	None	3.0	None	None	None	None	None	None	None	1.0	None	None	None	None	None	None	2.0	1.0	None	None	None	None	None	None	None	None	None	None	None	None	1.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
family	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Annelida;Polychaeta;Phyllodocida;Aphroditidae	Aphroditidae	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
family	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Annelida;Polychaeta;Terebellida;Pectinariidae	Pectinariidae	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	1.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	1.0	None	None	None	None	1.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
family	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Annelida;Polychaeta;Terebellida;Cirratulidae	Cirratulidae	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	2.5	None	None	2.5	1.0	None	None	None	None	None	None	None	None	None	None	1.0	None	None	None	None	None	2.0	None	None	None	None	1.0	None	None	None	1.0	None	None	None	None	1.0	2.0	None	None	None	2.0	None	None	None	1.0	None	None	None	1.0	None	None	None	None	3.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
family	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Annelida;Polychaeta;Terebellida;Terebellidae	Terebellidae	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
family	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Annelida;Polychaeta;Terebellida;Ampharetidae	Ampharetidae	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	2.5	None	2.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	1.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
family	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Annelida;Polychaeta;Terebellida;Ctenodrilidae	Ctenodrilidae	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
family	Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Annelida;Polychaeta;Eunicida;Onuphidae	Onuphidae	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
