Rank	Taxonpath	Taxon	DA01S	OSS04S	OSS11R	OSS11A1R	OSS21A1S	OSS22A1S	OSS11B1S	OSS21B1S	OSS22B1S	OSS11D1S	R319S	OSC08R	OSC08S	RIN34S	RIN35S	RIN36S	RIN37S	RIN38S	RIN39S	RIN40S	R220S	R313S	R314S	R315S	DA06S	DA07S	DA08S	DA09S	DA10S	DA11S	DA12S	DA13S	OSC32S	OSC16S	OSC20S	OSC30S	D19S	D02S	D22S	D23S	D27S	D28S	D29S	D03S	D30S	D31S	D33S	D35S	D05S	DP32S	BAL16S	BAL22S	BAL37S	BAL42S	BAL49S	BAL50S	BAL51S	BAL52S	BAL53S	BAL54S	BAL55S	BAL56S	R213S	R218S	OSF42S	OSF44S	OSF43S	OSF17S	VFR03S	VFR04S	VFR05S	VFR20S	VFRK01S	VFRK02S	VFRK03S	VFR32S	VFR33S	VFR34S	BRA06S	BRA07S	BRA08S	DA02S	DA03S	DA04S	DA05S	BRA16S	BRA17S	R902S	R905S	R908S	OSS11S	OSS11A1S	SG06S	SG07S	SG08S	SG09S	SG10S	SG11S	SG12S	SG13S
class	Main genome;Eukaryota;SAR;Stramenopiles;Bolidomonas phylum incertae sedis;Bolidomonas class incertae sedis	Bolidomonas class incertae sedis	13	6	6	10	8	8	5	6	12	9	9	10	10	11	13	1	9	13	11	10	12	6	6	9	9	11	12	10	7	9	10	11	10	5	7	6	8	4	6	9	5	7	5	5	7	8	5	8	12	7	13	10	9	11	10	8	10	9	11	8	7	10	6	5	5	6	11	4	10	9	12	9	9	6	9	12	10	9	6	12	9	9	10	11	10	5	4	6	3	8	7	8	8	7	6	5	7	9	8	9
class	Main genome;Eukaryota;Amoebozoa;Amoebozoa (kingdom);Lobosa;Discosea	Discosea	19	4	16	10	15	26	2	2	8	38	13	9	9	12	9	14	1	22	15	10	32	3	6	2	11	3	16	18	13	11	9	8	5	0	1	2	3	5	0	4	4	5	6	3	4	12	5	12	6	14	17	17	14	12	14	2	2	8	5	1	2	4	0	10	1	2	16	0	6	9	15	2	4	0	5	7	2	8	4	5	14	19	20	24	27	1	2	26	11	18	15	4	41	59	38	25	30	38	48	64
class	Main genome;Eukaryota;Amoebozoa;Amoebozoa (kingdom);Lobosa;Tubulinea	Tubulinea	10	2	2	1	2	6	1	0	0	10	6	3	7	4	3	3	1	4	2	4	10	4	6	2	7	6	10	10	4	8	11	8	1	3	2	1	3	4	1	1	2	2	1	3	1	3	1	3	4	2	5	3	2	8	7	3	4	3	3	5	3	3	4	5	1	1	3	0	6	4	5	3	2	1	1	0	0	2	0	2	8	6	2	9	10	1	0	7	4	8	2	1	11	12	18	8	6	13	12	14
class	Main genome;Eukaryota;Amoebozoa;Amoebozoa (kingdom);Protosporangiida;Protosporangiidae	Protosporangiidae	2	0	1	0	1	3	0	0	1	4	1	0	1	1	1	0	0	0	0	1	0	1	0	1	0	0	2	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	1	0	0	1	1	1	0	0	0	0	0	0	2	0	0	1	1	1	0	0	1	1	1	0	1	1	0	0
class	Main genome;Eukaryota;Amoebozoa;Amoebozoa (kingdom);Discosea (Amoebozoa (kingdom));Centramoebida	Centramoebida	0	1	1	0	1	2	0	0	1	1	0	2	2	1	1	0	0	3	1	4	2	0	1	1	1	2	2	3	1	2	6	3	0	0	0	1	1	0	0	1	0	0	1	0	0	2	0	3	3	4	3	3	2	3	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	0	4	4	3	6	0	0	3	2	2	3	0	8	11	6	1	9	4	8	7
class	Main genome;Eukaryota;Hacrobia;Centrohelida;Centrohelea;H15-6	H15-6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
class	Main genome;Eukaryota;Hacrobia;Centrohelida;Centrohelea;H1-10	H1-10	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
class	Main genome;Eukaryota;Hacrobia;Centrohelida;Centrohelea;H26-1	H26-1	2	0	1	0	0	1	0	0	1	3	1	1	1	0	0	1	0	2	1	0	0	0	1	0	1	0	1	1	1	1	1	2	0	0	0	0	0	1	0	1	2	1	1	1	1	0	0	2	1	2	2	1	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	2	1	2	2	1	0	0	0	1	3	1	0	2	1	0	0	0	1	2
class	Main genome;Eukaryota;Hacrobia;Centrohelida;Centrohelea;Acanthocystidae class incertae sedis	Acanthocystidae class incertae sedis	5	0	2	0	2	1	1	0	2	3	1	0	0	1	2	1	0	1	1	1	1	0	0	2	0	0	0	2	2	0	0	2	1	0	0	0	0	1	1	1	1	0	2	0	0	3	1	0	1	4	0	3	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	2	0	1	0	0	0	0	0	0	0	0	1	2	0	5	0	0	0	0	1	1	0	0	0	0	0	0	0	3	0
class	Main genome;Eukaryota;Hacrobia;Centrohelida;Centrohelea;Heterophryidae class incertae sedis	Heterophryidae class incertae sedis	3	1	1	0	3	1	0	0	0	3	0	0	0	1	1	0	0	3	1	1	2	0	0	0	1	0	1	3	2	3	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	3	1	2	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	1	0	1	0	1	0	0	1	0	1	0	0	0	3	2	3	1	0	0	2	1	0	2	0	5	4	3	2	2	5	3	1
class	Main genome;Eukaryota;Eukaryota incertae sedis;Palpitomonas kingdom incertae sedis;Palpitomonas phylum incertae sedis;Palpitomonas class incertae sedis	Palpitomonas class incertae sedis	1	1	0	1	2	0	0	2	1	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
class	Main genome;Eukaryota;Apusozoa superkingdom incertae sedis;Apusozoa kingdom incertae sedis;Apusozoa;Amastigomonas class incertae sedis	Amastigomonas class incertae sedis	56	11	26	7	18	33	7	0	22	40	32	32	31	21	23	8	4	37	25	29	39	15	22	23	42	32	41	50	42	51	42	43	16	11	15	23	26	23	25	32	28	24	29	28	18	32	21	47	35	49	42	38	25	33	34	13	21	35	29	23	24	19	26	29	10	12	30	7	26	28	30	25	23	10	17	5	3	26	13	18	36	51	54	52	55	13	13	23	20	26	32	9	24	31	24	21	26	36	26	30
class	Main genome;Eukaryota;Apusozoa superkingdom incertae sedis;Apusozoa kingdom incertae sedis;Apusozoa;Rigifilida class incertae sedis	Rigifilida class incertae sedis	4	0	1	0	1	2	0	0	1	3	0	2	0	2	1	0	0	3	0	1	3	0	0	0	1	3	0	3	1	0	1	3	0	0	0	0	1	0	0	0	1	0	0	1	0	3	0	3	0	3	1	2	2	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	2	0	0	0	0	0	0	2	0	0	0	3	5	3	3	0	0	1	0	2	1	0	0	1	0	0	0	2	1	1
class	Main genome;Eukaryota;Apusozoa superkingdom incertae sedis;Apusozoa kingdom incertae sedis;Apusozoa;Chelonemonas class incertae sedis	Chelonemonas class incertae sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
class	Main genome;Eukaryota;Apusozoa superkingdom incertae sedis;Apusozoa kingdom incertae sedis;Apusozoa;Ancyromonadida class incertae sedis	Ancyromonadida class incertae sedis	1	0	2	0	0	2	0	0	2	3	0	1	0	1	0	2	0	1	0	0	0	0	1	0	0	0	0	0	2	1	1	1	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	1	0	0	0	1	1	0	0	0	0	1	1	2	1	3	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
class	Main genome;Eukaryota;Apusozoa superkingdom incertae sedis;Apusozoa kingdom incertae sedis;Apusozoa;Apusomonas class incertae sedis	Apusomonas class incertae sedis	23	9	8	5	8	11	4	1	5	13	18	19	15	10	13	0	3	21	15	16	18	17	15	15	24	20	20	23	24	30	21	20	18	18	13	16	17	16	20	18	18	16	19	17	17	19	21	21	17	15	19	21	11	22	19	13	16	21	18	20	17	19	19	21	18	14	11	5	17	14	16	17	15	16	14	5	7	12	19	12	14	21	21	13	27	9	13	4	4	6	7	3	2	6	10	3	5	4	5	6
class	Main genome;Eukaryota;Breviatea superkingdom incertae sedis;Breviatea kingdom incertae sedis;Breviatea phylum incertae sedis;Breviatea	Breviatea	20	3	3	9	4	6	1	1	6	3	6	8	7	8	9	0	4	11	5	3	11	1	1	6	18	7	13	16	11	11	11	9	3	5	4	6	4	15	5	11	7	5	5	9	8	3	1	2	5	5	7	7	5	7	4	4	9	8	13	7	10	6	10	15	3	3	8	3	10	11	12	6	6	5	5	3	2	5	3	9	13	10	11	12	9	4	5	2	3	2	1	6	2	2	3	0	4	4	1	1
class	Main genome;Eukaryota;Mantamonas superkingdom incertae sedis;Mantamonas kingdom incertae sedis;Mantamonas phylum incertae sedis;Mantamonas class incertae sedis	Mantamonas class incertae sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
order	Main genome;Eukaryota;Opisthokonta;Metazoa (Animalia);Arthropoda;Maxillopoda;Sessilia	Sessilia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
order	Main genome;Eukaryota;Opisthokonta;Metazoa (Animalia);Arthropoda;Maxillopoda;Monstrilloida	Monstrilloida	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
order	Main genome;Eukaryota;Opisthokonta;Metazoa (Animalia);Arthropoda;Maxillopoda;Harpacticoida	Harpacticoida	52	23	49	19	27	28	8	4	20	26	33	20	10	14	14	10	1	22	25	24	28	22	33	38	11	16	15	16	21	17	23	21	21	17	17	14	26	29	28	21	35	21	20	17	24	38	34	45	53	44	27	28	22	16	26	12	13	15	19	9	15	11	23	25	4	9	21	9	14	7	15	17	15	10	10	2	4	14	11	14	19	52	20	29	27	9	5	17	4	15	37	15	12	19	14	12	19	20	24	10
order	Main genome;Eukaryota;Opisthokonta;Metazoa (Animalia);Arthropoda;Maxillopoda;Tantulocarida	Tantulocarida	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
order	Main genome;Eukaryota;Opisthokonta;Metazoa (Animalia);Arthropoda;Malacostraca;Eucarida	Eucarida	0	0	0	0	1	0	2	63	6	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	1	0	1
order	Main genome;Eukaryota;Opisthokonta;Metazoa (Animalia);Arthropoda;Malacostraca;Peracarida	Peracarida	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	1	1	1	0	6	0	1	0
order	Main genome;Eukaryota;Opisthokonta;Metazoa (Animalia);Arthropoda;Malacostraca;Eumalacostraca	Eumalacostraca	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
order	Main genome;Eukaryota;Opisthokonta;Metazoa (Animalia);Arthropoda;Branchiopoda;Diplostraca	Diplostraca	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
order	Main genome;Eukaryota;Opisthokonta;Metazoa (Animalia);Arthropoda;Ostracoda;Podocopida	Podocopida	5	2	2	2	2	4	2	0	0	1	2	4	1	0	0	0	0	0	1	1	0	4	3	6	2	1	2	1	4	4	3	6	5	2	1	3	2	3	4	2	3	2	3	2	2	5	6	4	2	5	2	6	2	1	4	1	2	2	1	1	1	5	2	3	1	1	2	0	4	3	2	6	4	2	1	0	0	1	2	0	2	8	1	4	2	0	4	2	0	7	1	0	6	3	3	7	2	5	3	1
order	Main genome;Eukaryota;Opisthokonta;Metazoa (Animalia);Arthropoda;Ostracoda;Myodocopida	Myodocopida	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
order	Main genome;Eukaryota;Opisthokonta;Metazoa (Animalia);Nematoda;Enoplea;Mermithida	Mermithida	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
order	Main genome;Eukaryota;Opisthokonta;Metazoa (Animalia);Nematoda;Enoplea;Triplonchida	Triplonchida	12	1	0	2	0	0	0	0	1	0	4	6	8	1	0	0	0	0	0	0	0	2	0	1	3	2	12	7	5	13	7	3	1	2	2	2	1	2	1	1	1	1	1	1	1	1	2	1	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	12	9	7	2	0	1	6	1	0	0	2	2	3	5	0	3	3	0	3
order	Main genome;Eukaryota;Opisthokonta;Metazoa (Animalia);Nematoda;Enoplea;Enoplida	Enoplida	32	7	7	2	2	4	3	0	2	5	13	26	12	1	14	0	1	33	33	19	32	14	9	15	23	23	24	26	29	25	19	26	11	14	18	13	14	12	10	12	9	13	8	7	10	3	6	9	11	10	30	29	32	31	33	23	23	41	39	25	20	29	14	15	6	10	10	3	19	14	11	15	14	8	11	6	3	5	10	15	8	25	23	25	22	8	15	26	13	13	5	2	25	26	17	22	25	30	22	14
order	Main genome;Eukaryota;Opisthokonta;Metazoa (Animalia);Nematoda;Chromadorea;Spirurida	Spirurida	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
order	Main genome;Eukaryota;Opisthokonta;Metazoa (Animalia);Nematoda;Chromadorea;Ascaridida	Ascaridida	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
order	Main genome;Eukaryota;Opisthokonta;Metazoa (Animalia);Nematoda;Chromadorea;Desmodorida	Desmodorida	21	41	17	13	5	29	10	1	9	35	20	40	28	5	22	0	0	18	17	19	14	41	30	61	16	20	18	14	27	14	17	18	38	32	46	20	34	57	36	50	50	46	33	47	49	56	44	44	51	51	29	24	16	20	20	16	13	19	20	19	20	20	31	44	21	38	23	9	27	15	17	31	23	17	24	1	3	15	33	28	20	13	11	13	32	25	27	12	7	6	15	8	5	4	7	6	9	5	5	7
order	Main genome;Eukaryota;Opisthokonta;Metazoa (Animalia);Nematoda;Chromadorea;Araeolaimida	Araeolaimida	61	19	15	11	2	16	8	0	1	15	27	38	30	7	20	1	0	28	41	24	24	53	34	31	30	23	37	35	49	28	29	46	16	19	26	24	22	19	13	14	19	24	18	15	16	16	15	18	23	19	41	27	31	27	33	31	28	30	43	24	26	32	16	21	14	22	12	16	32	35	37	46	43	29	31	1	1	18	16	22	18	28	47	39	37	27	15	35	33	16	10	5	29	25	27	35	29	35	28	32
order	Main genome;Eukaryota;Opisthokonta;Metazoa (Animalia);Nematoda;Chromadorea;Monhysterida	Monhysterida	104	28	12	13	10	21	5	2	7	19	34	61	38	18	34	1	0	86	73	79	97	59	34	37	69	73	77	68	81	83	67	85	34	27	34	38	67	71	68	62	67	63	56	72	62	60	55	61	78	80	101	95	60	70	89	57	81	94	78	72	57	68	68	59	22	29	26	10	64	45	50	33	44	34	26	5	9	32	30	47	50	89	66	78	89	23	22	64	43	51	13	9	51	66	60	57	69	72	58	65
order	Main genome;Eukaryota;Opisthokonta;Metazoa (Animalia);Nematoda;Chromadorea;Chromadorida	Chromadorida	64	22	17	19	21	27	8	4	12	28	31	54	35	31	53	1	0	56	52	69	56	44	25	23	42	43	52	58	67	44	34	63	31	25	30	25	38	33	33	35	43	40	38	30	37	51	39	54	52	52	53	50	42	38	57	35	36	43	38	33	33	39	31	38	13	23	30	13	44	29	40	31	43	22	25	6	5	12	19	34	15	43	48	56	62	13	20	23	15	25	15	11	19	21	26	22	21	24	27	30
order	Main genome;Eukaryota;Opisthokonta;Metazoa (Animalia);Nematoda;Chromadorea;Desmoscolecida	Desmoscolecida	22	1	9	12	5	10	8	0	0	12	21	12	13	0	15	0	0	29	34	32	27	17	15	7	13	9	8	16	25	8	10	15	2	4	7	6	6	12	7	7	10	7	8	5	6	14	9	9	11	9	29	32	23	21	35	16	23	30	27	18	22	26	6	3	3	4	1	0	17	4	7	13	7	4	8	1	0	2	7	4	7	12	21	19	17	5	11	32	22	26	11	9	33	43	27	33	30	27	28	38
order	Main genome;Eukaryota;Opisthokonta;Metazoa (Animalia);Chordata;Ascidiacea;Enterogona	Enterogona	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	1	1	0	1	0	0	1	1	0	0	0	1	0	1	2	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	2	1	0	1	0	2	1	1	2	0	1	1	0	1	0	1	0	0	0	1	2	0	0	1	0	1	0	0	0	2	1	0	0	1	0	0	0	0	0	0	1	0	2	0	2	1	0	2	2	1
order	Main genome;Eukaryota;Opisthokonta;Metazoa (Animalia);Chordata;Ascidiacea;Stolidobranchia	Stolidobranchia	1	0	3	0	0	2	3	0	2	2	2	1	0	0	1	0	0	1	2	3	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	3	1	1	2	0	1	3	1	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	1	0	2	0	2	0	1	0	0	0	0	0	1	1	1	1	1	2	1	4	1	1
order	Main genome;Eukaryota;Opisthokonta;Metazoa (Animalia);Chordata;Thaliacea;Salpida	Salpida	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	1	1	1	0	1	0	1	1	1	0	0	0	1	1	1	2	2	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
order	Main genome;Eukaryota;Opisthokonta;Metazoa (Animalia);Platyhelminthes;Catenulida;Catenulidae order incertae sedis	Catenulidae order incertae sedis	1	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	2	4	4	1	0	0	0	0	0	0	0	0	0	0	2	0	2	2	0	1	1	1	2	1	1	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	1	0	0	2	1	1	2	1	0	0	0	4	2	2	6	3	4	1
order	Main genome;Eukaryota;Opisthokonta;Metazoa (Animalia);Platyhelminthes;Cestoda;Trypanorhyncha	Trypanorhyncha	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
order	Main genome;Eukaryota;Opisthokonta;Metazoa (Animalia);Platyhelminthes;Cestoda;Tetraphyllidea	Tetraphyllidea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
order	Main genome;Eukaryota;Opisthokonta;Metazoa (Animalia);Platyhelminthes;Seriata;Proseriata	Proseriata	3	0	1	1	1	2	0	0	0	2	0	1	0	1	4	0	0	3	3	3	1	0	0	1	3	3	3	4	2	2	0	3	1	1	1	0	2	2	1	2	2	1	0	1	2	2	2	2	2	1	1	3	1	0	2	0	2	1	2	3	2	2	0	1	1	3	1	0	0	1	0	1	1	0	1	0	0	0	3	1	0	4	2	3	3	0	0	1	2	1	1	0	0	2	0	1	1	1	0	0
order	Main genome;Eukaryota;Opisthokonta;Metazoa (Animalia);Platyhelminthes;Trematoda;Plagiorchiida	Plagiorchiida	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
order	Main genome;Eukaryota;Opisthokonta;Metazoa (Animalia);Platyhelminthes;Trematoda;Azygiida	Azygiida	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
order	Main genome;Eukaryota;Opisthokonta;Metazoa (Animalia);Platyhelminthes;Trematoda;Prosorhynchoides order incertae sedis	Prosorhynchoides order incertae sedis	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
order	Main genome;Eukaryota;Opisthokonta;Metazoa (Animalia);Platyhelminthes;Rhabdocoela class incertae sedis;Rhabdocoela	Rhabdocoela	14	5	10	9	5	14	4	1	3	10	17	19	14	1	4	0	0	11	7	9	14	8	7	16	16	14	5	9	15	15	10	10	14	13	14	14	7	10	6	7	8	9	6	8	4	9	8	6	14	8	11	8	8	8	5	3	11	9	8	10	9	4	7	2	4	5	4	1	5	12	4	9	13	5	1	1	0	4	3	8	4	11	11	16	14	2	10	12	10	15	7	5	16	11	5	12	9	7	13	21
order	Main genome;Eukaryota;Opisthokonta;Metazoa (Animalia);Platyhelminthes;Haplopharyngida class incertae sedis;Haplopharyngida	Haplopharyngida	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
