"","NSI","piMetals","pi","piHC"
"Apocarchesium family incertae sedis",0,0,0,0
"Frontonia family incertae sedis",0,0,0,0
"Cryptocaryon family incertae sedis",82.87,40.05,42.49,0
"Placus family incertae sedis",0,0,0,0
"Platyophrya family incertae sedis",0,0,0,0
"Aristerostoma family incertae sedis",0,0,0,0
"RM1-SG02",0,0,0,0
"Trimyema family incertae sedis",0,0,0,0
"Epalxella family incertae sedis",0,0,0,0
"Acineta family incertae sedis",0,0,0,0
"Ephelota family incertae sedis",0,0,0,0
"Zosterodasys family incertae sedis",0,0,0,0
"Colponema family incertae sedis",0,0,0,0
"Chromera family incertae sedis",87.13,0,81.21,85.59
"Hematodinium family incertae sedis",0,0,0,0
"Amoebophrya family incertae sedis",0,0,0,53.75
"Duboscquella family incertae sedis",0,0,0,0
"Minorisa family incertae sedis",0,0,0,0
"Massisteria family incertae sedis",68.23,0,0,0
"Maullinia family incertae sedis",83.24,59.49,0,57.04
"Phagomyxa family incertae sedis",0,0,0,0
"Spongomonas family incertae sedis",0,28.6,26.37,0
"NAMAKO-15",97.31,0,0,0
"Auranticordis",41.17,55,58.28,58.81
"BB01-173",0,61.01,62.61,0
"Pseudopirsonia family incertae sedis",0,0,71.91,72.41
"Nudifila family incertae sedis",0,0,0,0
"Cyphoderiidae",0,0,0,0
"Thaumatomonadidae",79,73.65,75.75,78.8
"Peregriniidae",78.34,0,0,72.93
"Metopion family incertae sedis",0,0,0,0
"Vampyrellidae",0,72.83,66.01,75.71
"Cercomonadidae",0,0,0,0
"Heteromita family incertae sedis",0,0,0,0
"Proleptomonas family incertae sedis",0,0,0,0
"Minchinia family incertae sedis",0,0,0,0
"Pseudocubus family incertae sedis",0,0,0,0
"Triastrum family incertae sedis",0,0,0,0
"Rhizosphaera family incertae sedis",0,0,0,0
"Amphiacon family incertae sedis",0,0,0,0
"Acanthometra family incertae sedis",0,0,0,0
"Thraustochytriaceae",0,0,0,0
"Labyrinthulaceae",0,0,0,0
"Pythium family incertae sedis",0,0,0,0
"Phytophthora family incertae sedis",0,0,0,0
"Aphanomyces family incertae sedis",0,0,0,0
"Olpidiopsis family incertae sedis",0,0,0,0
"Halodaphnea family incertae sedis",0,75.64,81.61,82.21
"P34.6",0,46.5,44.91,0
"Rictus family incertae sedis",0,0,0,0
"Cafeteria family incertae sedis",0,0,0,0
"Bicosoeca family incertae sedis",0,0,0,0
"Pseudobodo family incertae sedis",0,0,0,0
"Rhizidiomyces family incertae sedis",0,0,0,0
"Coscinodiscus family incertae sedis",0,0,0,0
"Actinoptychus family incertae sedis",0,0,0,0
"Actinocyclus family incertae sedis",0,0,0,0
"Navicula family incertae sedis",75.62,61.95,64.49,64.4
"Amphora family incertae sedis",0,0,0,0
"Sellaphora family incertae sedis",0,0,0,0
"Rhaphoneis family incertae sedis",0,62.7,65.03,0
"Asterionellopsis family incertae sedis",0,0,0,0
"Haslea family incertae sedis",0,0,0,0
"Uroglena family incertae sedis",0,0,0,0
"Bolidomonas family incertae sedis",96.13,0,0,0
"Platyamoeba family incertae sedis",0,0,0,0
"Vannella family incertae sedis",0,0,0,0
"Dactylopodida",77.67,0,0,0
"Stygamoebida",0,57.07,61.36,80.89
"BOLA868",0,0,0,0
"Hartmannella family incertae sedis",0,0,0,0
"NETC3-I",0,0,0,0
"Protosporangium family incertae sedis",0,0,0,0
"Acanthocystidae",0,0,0,0
"Heterophryidae",87.91,0,0,0
"Palpitomonas family incertae sedis",0,0,0,0
"Amastigomonas family incertae sedis",0,0,0,0
"Chelonemonas family incertae sedis",0,0,0,0
"Ancyromonadida",0,0,0,0
"Apusomonas family incertae sedis",0,0,0,0
"Subulatomonas family incertae sedis",0,0,0,0
"Mantamonas family incertae sedis",0,0,0,0
"Prosorhynchoides",0,0,0,0
"Saccobolus",0,0,0,0
"Ascobolus",0,0,0,0
"Malassezia",0,0,0,0
"Lagenoeca",0,65.02,0,0
"Marine Choanoflagellates 1",0,0,0,0
"Stephanoeca",0,0,0,0
"Diaphanoeca",0,0,0,0
"FV23-1A4",67.54,0,0,23.68
"Rozella",0,0,0,0
"Paramicrosporidium",0,0,0,0
"Pirum",0,0,0,0
"Nuclearia",73.28,0,67.47,65.29
"Ministeria",0,0,0,0
"Andalucia",99.35,69.54,81.55,99.8
"Dysnectes",0,0,0,0
"Carpediemonas",0,0,0,0
"Dinenympha",0,0,0,0
"Trimastix",0,0,0,0
"Paratrimastix",0,0,0,0
"Lankesteria",0,0,0,69.94
"Pterospora",23.32,38.65,26.36,0
"Selenidium",0,0,0,0
"Cryptosporidium",0,0,0,0
"Eimeria",0,0,0,0
"Margolisiella",0,0,0,0
"Goussia",0,0,0,0
"Rhytidocystis",0,0,0,0
"Symbiodinium",0,0,0,0
"Protodinium",99.46,0,81.47,79.52
"Prorocentrum",0,0,0,0
"Exuviaella",0,0,0,0
"Azadinium",78.89,53.06,0,0
"Halostylodinium",0,0,0,0
"Sabulodinium",0,0,0,0
"Sinophysis",83.64,0,0,0
"Neoceratium",0,0,0,0
"Euplotes",0,0,0,0
"Discocephalus",0,56.61,54.46,53.04
"Aspidisca",0,0,0,0
"Diophrys",0,0,0,0
"Paradiophrys",0,0,0,0
"Pseudokeronopsis",42.17,0,0,25.01
"Holosticha",84.29,0,0,0
"Amphisiella",46.81,47.04,52.67,54.56
"Arcuseries",0,0,0,0
"Uronychia",48.69,49.64,51.62,52.79
"Protogastrostyla",85.39,82.58,90.66,0
"Apokeronopsis",0,0,0,0
"Pseudoamphisiella",31.49,0,0,0
"Epiclintes",0,0,0,0
"Tunicothrix",0,0,0,0
"Spirotrachelostyla",98.23,0,0,0
"Trachelostyla",0,0,0,0
"Strombidium",0,0,0,0
"Strombidinopsis",0,62.57,0,0
"Pelagostrobilidium",0,0,0,0
"Licnophora",0,0,0,0
"Protocruzia",54.02,0,0,0
"Anigsteinia",0,0,0,0
"Eufolliculina",0,24.41,0,0
"Histiobalantium",0,49.39,42.24,0
"Pleuronema",0,0,0,0
"Philaster",0,0,0,0
"Homalogastra",0,0,0,0
"Mesanophrys",0,0,0,0
"Cyclidium",0,0,0,0
"Paratetrahymena",0,35.1,35.48,37.88
"Cardiostomatella",0,0,0,0
"Sathrophilus",0,0,0,0
"Hyalophysa",0,0,0,0
"Cothurnia",0,0,0,0
"Apocarchesium",0,0,0,0
"Frontonia",0,0,0,0
"Cryptocaryon",0,0,0,0
"Placus",0,0,0,0
"Epalxella",0,0,0,0
"Acineta",28.16,61.61,37.02,28.91
"Ephelota",0,0,0,0
"Zosterodasys",0,0,0,0
"Colponema",0,0,0,0
"Hematodinium",0,0,0,0
"Amoebophrya",0,0,0,0
"Duboscquella",84.4,0,0,0
"Minorisa",50.27,0,0,48.4
"Massisteria",83.79,65.4,80.04,83.79
"Maullinia",0,34.62,36.01,51.51
"Phagomyxa",0,0,0,0
"Spongomonas",0,0,0,0
"Auranticordis quadriverberis genus incertae sedis",0,0,0,0
"Pseudopirsonia",98.83,66.78,64.29,0
"Nudifila",92.47,79.33,72.15,69.8
"Cyphoderia",0,0,0,0
"Thaumatomastix",64.71,58.95,0,0
"Allas",0,79.12,0,0
"Metopion",76.07,76.57,73.3,72.33
"Cercomonas",83.01,0,77.73,75.28
"Eocercomonas",0,0,0,0
"Heteromita",0,0,0,0
"Proleptomonas",0,0,0,0
"Pseudocubus",0,0,0,0
"Rhizosphaera",0,0,0,0
"Amphiacon",0,0,0,0
"Acanthometra",0,0,0,0
"Thraustochytrium",0,76.18,73.54,0
"Schizochytrium",43.99,0,0,0
"Aplanochytrium",0,0,0,0
"BS1",0,0,0,0
"Labyrinthuloides",82.77,85.11,76.78,75.02
"E170",0,0,0,0
"Labyrinthula",0,0,0,0
"Aphanomyces",0,0,0,0
"Olpidiopsis",42.42,0,0,0
"Halodaphnea",0,57.04,60.52,58.01
"Rictus",0,0,0,0
"Cafeteria",0,0,0,0
"Bicosoeca",0,0,0,56.96
"Pseudobodo",0,0,0,0
"Coscinodiscus",26.36,45.5,0,33.67
"Actinoptychus",0,0,0,0
"Actinocyclus",0,0,0,0
"Navicula",70.35,74.94,75.75,73.57
"Amphora",0,0,0,0
"Sellaphora",0,0,0,0
"Rhaphoneis",94.33,0,0,0
"Asterionellopsis",0,0,0,0
"Uroglena",0,0,0,27.1
"Bolidomonas",71.09,80.81,78.27,67.49
"Platyamoeba",32.01,0,28,38.85
"Paramoeba",0,0,0,0
"Pseudoparamoeba",0,0,0,0
"Vermistella",0,0,0,0
"Pterocystis",0,0,0,0
"Choanocystis",0,0,0,0
"Palpitomonas",83.76,83.7,83.13,88.69
"Amastigomonas",69,0,0,0
"Chelonemonas",0,0,0,0
"Ancyromonas",0,0,0,0
"Apusomonas",0,0,0,0
"Subulatomonas",0,0,55.03,0
"Mantamonas",0,0,0,0
"Ascobolus crenulatus",0,0,0,0
"Pirum gemmata",71.39,0,0,0
"Ministeria vibrans",0,0,0,0
"Carpediemonas membranifera",0,0,0,0
"Paratrimastix pyriformis ATCC50562",0,0,0,0
"Lankesteria chelyosomae",0,0,0,0
"Sabulodinium undulatum",0,0,0,0
"Sinophysis ebriola",0,0,0,0
"Sinophysis stenosoma",0,0,0,0
"Euplotes vannus",0,0,0,0
"Discocephalus pararotatorius",0,0,0,0
"Diophrys apoligothrix",0,0,0,19.27
"Diophrys scutum",0,0,0,0
"Paradiophrys irmgard",0,0,0,0
"Amphisiella candida",0,0,0,0
"Apokeronopsis ovalis",0,0,0,0
"Spirotrachelostyla tani",0,0,0,0
"Strombidium capitatum",0,0,0,0
"Strombidinopsis acuminata",0,57.02,0,0
"Protocruzia adherens",79.06,0,0,0
"Protocruzia granulosa",26.16,0,0,0
"Anigsteinia clarissima",0,0,0,0
"Mesanophrys carcini",0,0,0,0
"Cyclidium plouneouri",0,0,0,0
"Colponema vietnamica",0,0,0,0
"Massisteria marina",0,0,0,0
"Phagomyxa bellerocheae",0,0,0,0
"Pseudopirsonia mucosa",0,0,0,0
"Proleptomonas faecicola",0,0,0,0
"Aplanochytrium stocchinoi",0,0,0,0
"Labyrinthuloides haliotidis",85.71,0,0,0
"Halodaphnea panulirata",31.54,0,0,0
"Rictus lutensis",0,0,0,0
"Bicosoeca kenaiensis",64.34,0,69.27,66.97
"Bicosoeca vacillans",0,0,0,0
"Pseudobodo tremulans",0,0,0,0
"Coscinodiscus radiatus",0,0,34.06,35.82
"Coscinodiscus granii",0,0,0,0
"Actinoptychus undulatus",0,0,0,0
"Actinocyclus curvatulus",0,0,0,0
"Asterionellopsis glacialis",0,0,0,0
"Paramoeba aestuarina",0,0,0,0
"Paramoeba pemaquidensis",0,0,0,0
"Vermistella antarctica",0,33.92,32.9,64.41
"Pterocystis tropica",0,0,0,0
"Amastigomonas mutabilis",0,82.16,80.42,0
"Amastigomonas bermudensis",0,0,0,0
"Chelonemonas geobuk",0,0,0,0
"Apusomonas proboscidea",0,0,0,69.55
"Mantamonas plastica",0,0,0,0
